,id,uri,title,name,popularity,genres
0,1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,The Weeknd,95,"canadian contemporary r&b,canadian pop,pop"
1,4tZwfgrHOc3mvqYlEYSvVi,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,Daft Punk,82,"electro,filter house"
2,69GGBxA162lTqCwzJG5jLp,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,The Chainsmokers,The Chainsmokers,84,"dance pop,edm,electropop,pop,pop dance,tropical house"
3,26VFTg2z8YR0cCuwLzESi2,https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2,Halsey,Halsey,88,"dance pop,electropop,etherpop,indie poptimism,pop"
4,540vIaP2JwjQb9dm3aArA4,https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4,DJ Snake,DJ Snake,83,"dance pop,edm,electronic trap,pop,pop dance,pop rap"
5,1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,Justin Bieber,Justin Bieber,97,"canadian pop,pop"
6,6MDME20pz9RveH9rEXvrOM,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM,Clean Bandit,Clean Bandit,80,"dance pop,edm,pop,pop dance,tropical house,uk dance,uk funky"
7,3Isy6kedDrgPYoTS1dazA9,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,Sean Paul,Sean Paul,83,"dance pop,dancehall,pop,pop rap"
8,1zNqDE7qDGCsyzJwohVaoX,https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,Anne-Marie,82,"dance pop,pop,pop dance,tropical house,uk pop"
9,3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,Drake,Drake,100,"canadian hip hop,canadian pop,hip hop,rap,toronto rap"
10,3tVQdUvClmAT7URs9V3rsp,https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp,WizKid,WizKid,81,"afro dancehall,afropop,azonto,nigerian hip hop,nigerian pop"
11,77DAFfvm3O9zT5dIoG0eIO,https://open.spotify.com/artist/77DAFfvm3O9zT5dIoG0eIO,Kyla,Kyla,70,uk funky
12,0du5cEVh5yTK9QJze8zA0C,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,Bruno Mars,Bruno Mars,91,"dance pop,pop"
13,04gDigrS5kc9YWfZHwBETP,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,Maroon 5,Maroon 5,89,"pop,pop rock"
14,2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,Kendrick Lamar,90,"conscious hip hop,hip hop,rap,west coast rap"
15,7iZtZyCzp3LItcw1wtPI3D,https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,Rae Sremmurd,76,"hip hop,melodic rap,mississippi hip hop,pop rap,rap,southern hip hop,trap"
16,13y7CgLHjMVRMDqxdx0Xdo,https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,Gucci Mane,81,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap"
17,0EmeFodog0BfCgMzAIvKQp,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,Shakira,Shakira,85,"colombian pop,dance pop,latin,latin pop,pop"
18,1r4hJ1h58CWwUQe3MxPuau,https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau,Maluma,Maluma,90,"latin,reggaeton,reggaeton colombiano"
19,5ZsFI1h6hIdQRw2ti0hz81,https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81,ZAYN,ZAYN,81,"dance pop,pop,post-teen pop,uk pop"
20,06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,Taylor Swift,Taylor Swift,96,pop
21,4IWBUUAFIplrNtaOHcJPRM,https://open.spotify.com/artist/4IWBUUAFIplrNtaOHcJPRM,James Arthur,James Arthur,84,"pop,talent show,uk pop"
22,6oMuImdp5ZcFhWP0ESe6mG,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,Migos,Migos,83,"atl hip hop,rap,trap"
23,4O15NlyKLIASxsJ0PrXPfz,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,Lil Uzi Vert,90,"melodic rap,philly rap,rap,trap"
24,738wLrAtLtCtFOLvQBXOXp,https://open.spotify.com/artist/738wLrAtLtCtFOLvQBXOXp,Major Lazer,Major Lazer,79,"dance pop,edm,electro house,moombahton,pop,pop dance,pop rap,tropical house"
25,0bdfiayQAKewqEvaU6rXCv,https://open.spotify.com/artist/0bdfiayQAKewqEvaU6rXCv,MØ,MØ,74,"art pop,dance pop,danish pop,electropop,indie poptimism,pop,tropical house"
26,60d24wfXkVzDSfLS6hyCjZ,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,Martin Garrix,82,"dance pop,dutch edm,edm,pop,pop dance,progressive house,tropical house"
27,64M6ah0SkkRsnPGtGiRAbb,https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,Bebe Rexha,82,"dance pop,pop,post-teen pop"
28,66CXWjxzNUsdJxJ2JdwvnR,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,Ariana Grande,94,"dance pop,pop"
29,0hCNtLu0JehylgoiP8L4Gh,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,Nicki Minaj,89,"dance pop,hip pop,pop,pop rap,queens hip hop"
30,02A3cEvlLLCbIMVDrK2GHV,https://open.spotify.com/artist/02A3cEvlLLCbIMVDrK2GHV,Starley,Starley,61,"aussietronica,tropical house"
31,33JQK4UoS2aMPYBfdB5Ftt,https://open.spotify.com/artist/33JQK4UoS2aMPYBfdB5Ftt,Ryan Riback,Ryan Riback,62,melbourne bounce
32,31TPClRtHm23RisEBtV3X7,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7,Justin Timberlake,Justin Timberlake,82,"dance pop,pop"
33,6Dd3NScHWwnW6obMFbl1BH,https://open.spotify.com/artist/6Dd3NScHWwnW6obMFbl1BH,Daya,Daya,75,"alt z,dance pop,edm,electropop,pop,pop dance,post-teen pop,tropical house"
34,7n2wHs1TKAczGzO7Dd2rGr,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,Shawn Mendes,88,"canadian pop,dance pop,pop,viral pop"
35,77AiFEVeAVj2ORpC85QVJs,https://open.spotify.com/artist/77AiFEVeAVj2ORpC85QVJs,Steve Aoki,Steve Aoki,78,"dance pop,edm,electro house,pop dance,pop rap,tropical house"
36,57WHJIHrjOE3iAxpihhMnp,https://open.spotify.com/artist/57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,Louis Tomlinson,72,"pop,post-teen pop"
37,7CajNmpbOovFoOoasH2HaY,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,Calvin Harris,Calvin Harris,86,"dance pop,edm,electro house,house,pop,pop rap,progressive house,uk dance"
38,5p7f24Rk5HkUZsaS3BLG5F,https://open.spotify.com/artist/5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,Hailee Steinfeld,76,"dance pop,pop,post-teen pop"
39,4lDBihdpMlOalxy1jkUbPl,https://open.spotify.com/artist/4lDBihdpMlOalxy1jkUbPl,Grey,Grey,72,pop edm
40,2qxJFvFYMEDqd7ui6kSAcq,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Zedd,Zedd,80,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,tropical house"
41,6TIYQ3jFPwQSRmorSezPxX,https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,Machine Gun Kelly,86,"ohio hip hop,pop rap"
42,4nDoRrQiYLoBzwC5BhVJzF,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,Camila Cabello,86,"dance pop,pop,post-teen pop"
43,3YQKmKGau1PzlVlkL1iodx,https://open.spotify.com/artist/3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,Twenty One Pilots,85,"modern rock,rock"
44,5WUlDfRSoLAfcVSX1WnrxN,https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN,Sia,Sia,88,"australian dance,australian pop,dance pop,pop"
45,4N874uPqBka1QiCvnCVOtr,https://open.spotify.com/artist/4N874uPqBka1QiCvnCVOtr,Phoebe Ryan,Phoebe Ryan,60,"alt z,electropop,indie electropop,indie poptimism"
46,0eecdvMrqBftK0M1VKhaF4,https://open.spotify.com/artist/0eecdvMrqBftK0M1VKhaF4,CNCO,CNCO,75,"boy band,latin,latin pop,reggaeton"
47,5M0lbkGluOPXLeFjApw8r8,https://open.spotify.com/artist/5M0lbkGluOPXLeFjApw8r8,Shelley FKA DRAM,Shelley FKA DRAM,64,"alternative r&b,pop rap,rap,underground hip hop,virginia hip hop"
48,6icQOAFXDZKsumw3YXyusw,https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw,Lil Yachty,Lil Yachty,82,"atl hip hop,hip hop,melodic rap,rap,trap,viral rap"
49,2KsP6tYLJlTBvSUxnwlVWa,https://open.spotify.com/artist/2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,Mike Posner,74,"dance pop,edm,pop,pop rap,rap"
50,5iNrZmtVMtYev5M9yoWpEq,https://open.spotify.com/artist/5iNrZmtVMtYev5M9yoWpEq,Seeb,Seeb,73,"dance pop,edm,electro house,norwegian pop,pop,pop dance,pop edm,tropical house"
51,1vyhD5VmyZ7KMfW5gqLgo5,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,J Balvin,95,"latin,reggaeton,reggaeton colombiano,trap latino"
52,2RdwBSPQiwcmiDo9kixcl8,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,Pharrell Williams,81,pop rap
53,6veh5zbFpm31XsPdjBgPER,https://open.spotify.com/artist/6veh5zbFpm31XsPdjBgPER,BIA,BIA,73,"escape room,pop,r&b,rap latina,trap queen"
54,51XrH5fQP2oIQynuKxSWcW,https://open.spotify.com/artist/51XrH5fQP2oIQynuKxSWcW,Sky Rompiendo,Sky Rompiendo,67,"reggaeton flow,trap latino"
55,5pKCCKE2ajJHZ9KAiaK11H,https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H,Rihanna,Rihanna,91,"barbadian pop,dance pop,pop,pop rap,urban contemporary"
56,1l8Fu6IkuTP0U5QetQJ5Xt,https://open.spotify.com/artist/1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,Fifth Harmony,73,"dance pop,girl group,pop,post-teen pop,talent show"
57,7c0XG5cIJTrrAgEC3ULPiq,https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,Ty Dolla $ign,88,"hip hop,pop,pop rap,r&b,southern hip hop,trap,trap soul"
58,2wUjUUtkb5lvLKcGKsKqsR,https://open.spotify.com/artist/2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,Alessia Cara,80,"canadian contemporary r&b,canadian pop,dance pop,electropop,pop,post-teen pop"
59,7slfeZO9LsJbWgpkIoXBUJ,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,Ricky Martin,78,"dance pop,latin,latin pop,mexican pop,puerto rican pop"
60,7gAppWoH7pcYmphCVTXkzs,https://open.spotify.com/artist/7gAppWoH7pcYmphCVTXkzs,The Vamps,The Vamps,75,"boy band,dance pop,pop,post-teen pop"
61,4YXycRbyyAE0wozTk7QMEq,https://open.spotify.com/artist/4YXycRbyyAE0wozTk7QMEq,Matoma,Matoma,72,"dance pop,edm,electro house,electropop,norwegian pop,pop,pop dance,pop edm,tropical house"
62,1HBjj22wzbscIZ9sEb5dyf,https://open.spotify.com/artist/1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,Jonas Blue,79,"dance pop,edm,pop,pop dance,tropical house,uk dance"
63,5KKpBU5eC2tJDzf0wmlRp2,https://open.spotify.com/artist/5KKpBU5eC2tJDzf0wmlRp2,RAYE,RAYE,78,"dance pop,edm,house,pop,pop dance,post-teen pop,tropical house,uk contemporary r&b,uk dance,uk pop"
64,6VuMaDnrHyPL1p4EHjYLi7,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,Charlie Puth,82,"dance pop,pop,viral pop"
65,0C8ZW7ezQVs4URX5aX7Kqx,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,Selena Gomez,87,"dance pop,pop,post-teen pop"
66,3Gm5F95VdRxW3mqCn8RPBJ,https://open.spotify.com/artist/3Gm5F95VdRxW3mqCn8RPBJ,Aminé,Aminé,75,"hip hop,pop,portland hip hop,rap,underground hip hop"
67,6d47Z08T4snK50HgTEHo5Z,https://open.spotify.com/artist/6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,Sage The Gemini,69,"dance pop,hyphy,pop rap,rap,southern hip hop,trap"
68,5y2Xq6xcjJb2jVM54GHK3t,https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t,John Legend,John Legend,82,"neo soul,pop,pop soul,r&b,urban contemporary"
69,15NtJjjHRFybdNSMyM9smT,https://open.spotify.com/artist/15NtJjjHRFybdNSMyM9smT,Nevada,Nevada,51,eurodance
70,6V3F8MZrOKdT9fU686ybE9,https://open.spotify.com/artist/6V3F8MZrOKdT9fU686ybE9,Mark Morrison,Mark Morrison,64,"british soul,new jack swing"
71,6PXS4YHDkKvl1wkIl4V8DL,https://open.spotify.com/artist/6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,Fetty Wap,76,"new jersey rap,pop rap,rap,southern hip hop,trap"
72,7vk5e3vY1uw9plTHJAMwjN,https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN,Alan Walker,Alan Walker,85,electro house
73,21451j1KhjAiaYKflxBjr1,https://open.spotify.com/artist/21451j1KhjAiaYKflxBjr1,Zion & Lennox,Zion & Lennox,83,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino"
74,1Xylc3o4UrD53lo9CvFvVg,https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,Zara Larsson,79,"dance pop,edm,electropop,pop,pop dance,post-teen pop,scandipop,swedish electropop,swedish pop,tropical house"
75,0NGAZxHanS9e0iNHpR8f2W,https://open.spotify.com/artist/0NGAZxHanS9e0iNHpR8f2W,Alok,Alok,83,"electro house,pop nacional,slap house"
76,5veVxxPm1vzgi6pO2iVA8L,https://open.spotify.com/artist/5veVxxPm1vzgi6pO2iVA8L,Bruno Martini,Bruno Martini,72,"brazilian edm,edm,pop dance,pop nacional"
77,7qPLO2XOUaRrRxkvLZ3AEK,https://open.spotify.com/artist/7qPLO2XOUaRrRxkvLZ3AEK,Zeeba,Zeeba,67,"brazilian edm,nova mpb"
78,3t5xRXzsuZmMDkQzgOX35S,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,Robin Schulz,81,"dance pop,deep euro house,deep house,edm,german dance,pop,pop dance,tropical house"
79,1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,David Guetta,91,"big room,dance pop,edm,pop,pop dance,pop rap"
80,7DMveApC7UnC2NPfPvlHSU,https://open.spotify.com/artist/7DMveApC7UnC2NPfPvlHSU,Cheat Codes,Cheat Codes,78,"dance pop,edm,electro house,electropop,pop,pop dance,pop edm,tropical house"
81,0c173mlxpT3dSFRgMO8XPh,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,Big Sean,Big Sean,84,"detroit hip hop,hip hop,pop,pop rap,rap,southern hip hop,trap"
82,6T5tfhQCknKG4UnH90qGnz,https://open.spotify.com/artist/6T5tfhQCknKG4UnH90qGnz,DNCE,DNCE,71,"dance pop,pop,post-teen pop"
83,4vhNDa5ycK0ST968ek7kRr,https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr,Carlos Vives,Carlos Vives,77,"champeta,colombian pop,latin,latin pop,tropical,vallenato"
84,4kYGAK2zu9EAomwj3hXkXy,https://open.spotify.com/artist/4kYGAK2zu9EAomwj3hXkXy,JP Cooper,JP Cooper,75,"neo mellow,pop,pop rock,tropical house,uk pop"
85,7pFeBzX627ff0VnN6bxPR4,https://open.spotify.com/artist/7pFeBzX627ff0VnN6bxPR4,Desiigner,Desiigner,69,"pop rap,rap,trap,viral trap"
86,5H6xmHXjsq98NLbEjuE29f,https://open.spotify.com/artist/5H6xmHXjsq98NLbEjuE29f,NEIKED,NEIKED,73,"scandipop,tropical house"
87,4H1PNuHElBLVok0lnYMrRb,https://open.spotify.com/artist/4H1PNuHElBLVok0lnYMrRb,Dyo,Dyo,53,alte
88,6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,J. Cole,J. Cole,90,"conscious hip hop,hip hop,north carolina hip hop,rap"
89,4VMYDCV2IEDYJArk749S6m,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,Daddy Yankee,Daddy Yankee,89,"latin,latin hip hop,reggaeton,trap latino"
90,4VZY0nxYMSNotbS7WjNVQy,https://open.spotify.com/artist/4VZY0nxYMSNotbS7WjNVQy,Nyla,Nyla,61,
91,374sWpAJsbZckf98df2jJJ,https://open.spotify.com/artist/374sWpAJsbZckf98df2jJJ,Fuse ODG,Fuse ODG,65,"afro dancehall,azonto,dance pop"
92,07YUOmWljBTXwIseAUd9TW,https://open.spotify.com/artist/07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Sebastian Yatra,85,"colombian pop,latin,reggaeton,reggaeton colombiano"
93,1URnnhqYAYcrqrcwql10ft,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,21 Savage,21 Savage,89,"atl hip hop,hip hop,rap,trap"
94,0iEtIxbK0KxaSlF7G42ZOp,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,Metro Boomin,83,"hip hop,pop rap,rap,southern hip hop,trap"
95,1RyvyyTE3xzB2ZywiAwp0i,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,Future,Future,91,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap"
96,4dpARuHxo51G3z768sgnrY,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,Adele,Adele,94,"british soul,pop,pop soul,uk pop"
97,7nKeLE1toRtW4M279iS26h,https://open.spotify.com/artist/7nKeLE1toRtW4M279iS26h,Zay Hilfigerrr,Zay Hilfigerrr,45,
98,5AsWcQXw4RJFRWBbwa0ti0,https://open.spotify.com/artist/5AsWcQXw4RJFRWBbwa0ti0,Zayion McCall,Zayion McCall,45,
99,7qG3b048QCHVRO5Pv1T5lw,https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,Enrique Iglesias,81,"dance pop,latin,latin pop,mexican pop,pop"
100,3E6xrwgnVfYCrCs0ePERDz,https://open.spotify.com/artist/3E6xrwgnVfYCrCs0ePERDz,Wisin,Wisin,84,"latin,latin hip hop,reggaeton,trap latino"
101,4gzpq5DPGxSnKTe4SA8HAU,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Coldplay,Coldplay,93,"permanent wave,pop"
102,3iri9nBFs9e4wN7PLIetAw,https://open.spotify.com/artist/3iri9nBFs9e4wN7PLIetAw,gnash,gnash,70,"alt z,electropop,pop,pop rap,social media pop"
103,1QRj3hoop9Mv5VvHQkwPEp,https://open.spotify.com/artist/1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,Olivia O'Brien,74,"alt z,dance pop,electropop,indie poptimism,pop,post-teen pop"
104,55Aa2cqylxrFIXC767Z865,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,Lil Wayne,Lil Wayne,90,"hip hop,new orleans rap,pop rap,rap,trap"
105,137W8MRPWKqSmrBGDBFSop,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,Wiz Khalifa,86,"dance pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap"
106,53XhwfbYqKCa1cC15pYq2q,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,Imagine Dragons,89,"modern rock,pop,rock"
107,3NPpFNZtSTHheNBaWC82rB,https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB,X Ambassadors,X Ambassadors,78,"modern alternative rock,modern rock,pop,pop rap,pop rock,rock,stomp pop"
108,4xRYI6VqpkE3UwrDrAZL8L,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L,Logic,Logic,82,"conscious hip hop,dmv rap,hip hop,pop rap,rap"
109,4ehtJnVumNf6xzSCDk8aLB,https://open.spotify.com/artist/4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,Martin Jensen,73,"dance pop,danish electronic,edm,electro house,pop,pop dance,pop edm,tropical house"
110,2hWs22BmQkK4czFtDLnar2,https://open.spotify.com/artist/2hWs22BmQkK4czFtDLnar2,Rob $tone,Rob $tone,64,san diego rap
111,1rs3y69kDwkIdGJcOYngQt,https://open.spotify.com/artist/1rs3y69kDwkIdGJcOYngQt,J. Davi$,J. Davi$,63,
112,5ewJHfiGNQJjmKHzLjcojz,https://open.spotify.com/artist/5ewJHfiGNQJjmKHzLjcojz,Spooks,Spooks,63,
113,3Nipsl6GVwwGyeAk0J29C6,https://open.spotify.com/artist/3Nipsl6GVwwGyeAk0J29C6,MC G15,MC G15,64,"funk carioca,funk ostentacao,funk paulista"
114,6lB8vOoI4DRrrVxXwuV19c,https://open.spotify.com/artist/6lB8vOoI4DRrrVxXwuV19c,Mike Perry,Mike Perry,68,"dance pop,edm,electro house,pop,pop dance,pop edm,swedish tropical house,tropical house"
115,7eCmccnRwPmRnWPw61x6jM,https://open.spotify.com/artist/7eCmccnRwPmRnWPw61x6jM,SHY Martin,SHY Martin,68,"alt z,electropop,pop,swedish electropop,tropical house"
116,4f9iBmdUOhQWeP7dcAn1pf,https://open.spotify.com/artist/4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man,Rag'n'Bone Man,73,neo soul
117,6ioOEWNNGK40H8xrGj6XPW,https://open.spotify.com/artist/6ioOEWNNGK40H8xrGj6XPW,XYLØ,XYLØ,57,"alt z,electropop,indie electropop,indie poptimism,la pop,pop,vapor soul"
118,25u4wHJWxCA9vO0CzxAbK7,https://open.spotify.com/artist/25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,Lukas Graham,76,"danish pop,pop,scandipop"
119,7keGfmQR4X5w0two1xKZ7d,https://open.spotify.com/artist/7keGfmQR4X5w0two1xKZ7d,Kungs,Kungs,74,"new french touch,pop dance,tropical house"
120,726MxZBpkxnnoKl6aN7mmj,https://open.spotify.com/artist/726MxZBpkxnnoKl6aN7mmj,Cookin' On 3 Burners,Cookin' On 3 Burners,64,"bboy,funk,instrumental funk,modern funk"
121,7LvoDJUNGnOrPdGRzVtOJ9,https://open.spotify.com/artist/7LvoDJUNGnOrPdGRzVtOJ9,Young M.A,Young M.A,68,"lgbtq+ hip hop,nyc rap,pop rap,rap,trap"
122,2LZDXcxJWgsJfKXZv9a5eG,https://open.spotify.com/artist/2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,Cashmere Cat,60,"downtempo,pop,shiver pop"
123,2jku7tDXc6XoB6MO2hFuqg,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,Tory Lanez,83,"canadian hip hop,canadian trap,hip hop,melodic rap,pop rap,r&b,rap,toronto rap,trap"
124,55fhWPvDiMpLnE4ZzNXZyW,https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,Noah Cyrus,76,"alt z,dance pop,pop,post-teen pop"
125,2feDdbD5araYcm6JhFHHw7,https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7,Labrinth,Labrinth,81,"indie poptimism,pop"
126,787bCXOIvGeBw0Bc4kEjhD,https://open.spotify.com/artist/787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,Luke Christopher,55,"indie pop rap,pop rap"
127,2zzpznMuhKlKlqh1ma7Sms,https://open.spotify.com/artist/2zzpznMuhKlKlqh1ma7Sms,Dakota,Dakota,64,
128,1anyVhU62p31KFi8MEzkbf,https://open.spotify.com/artist/1anyVhU62p31KFi8MEzkbf,Chance the Rapper,Chance the Rapper,81,"chicago rap,conscious hip hop,hip hop,pop rap,rap"
129,17lzZA2AlOHwCwFALHttmp,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp,2 Chainz,2 Chainz,81,"atl hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap"
130,3e7awlrlDSwF3iM0WBjGMp,https://open.spotify.com/artist/3e7awlrlDSwF3iM0WBjGMp,Little Mix,Little Mix,84,"dance pop,girl group,pop,post-teen pop,talent show,uk pop"
131,0CjWKoS55T7DOt0HJuwF1H,https://open.spotify.com/artist/0CjWKoS55T7DOt0HJuwF1H,Bipolar Sunshine,Bipolar Sunshine,67,gauze pop
132,1i8SpTcr7yvPOmcqrbnVXY,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,Ozuna,Ozuna,91,"latin,puerto rican pop,reggaeton,trap latino"
133,50co4Is1HCEo8bhOyUWKpn,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Young Thug,Young Thug,92,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap"
134,0Y5tJX1MQlPlqiwlOH1tJY,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,93,"rap,slap house"
135,4qBgvVog0wzW75IQ48mU7v,https://open.spotify.com/artist/4qBgvVog0wzW75IQ48mU7v,KYLE,KYLE,73,"pop,pop rap,rap"
136,2iE18Oxc8YSumAU232n4rW,https://open.spotify.com/artist/2iE18Oxc8YSumAU232n4rW,The Jackson 5,The Jackson 5,71,"motown,soul"
137,73sIBHcqh3Z3NyqHKZ7FOL,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,Childish Gambino,80,"atl hip hop,hip hop,pop rap,rap"
138,3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,Michael Jackson,86,"pop,r&b,soul"
139,3koiLjNrgRTNbOwViDipeA,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,Marvin Gaye,Marvin Gaye,76,"classic soul,funk,indie r&b,motown,northern soul,quiet storm,soul"
140,75jNCko3SnEMI5gwGqrbb8,https://open.spotify.com/artist/75jNCko3SnEMI5gwGqrbb8,Tammi Terrell,Tammi Terrell,68,motown
141,7gP3bB2nilZXLfPHJhMdvc,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,Foster The People,Foster The People,77,"indietronica,modern rock,rock"
142,02kJSzxNuaWGqwubyUba0Z,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z,G-Eazy,G-Eazy,83,"indie pop rap,oakland hip hop,pop,pop rap,rap"
143,3tQx1LPXbsYjE9VwN1Peaa,https://open.spotify.com/artist/3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,Marc E. Bassy,72,"alternative r&b,pop,pop rap,r&b"
